technischer Schlüssel;Objektnummer;Bezirk;Ortsteil;Art der Grünanlage;Name der Grünanlage;Namenszusatz der Grünanlage;Baujahr;letztes Sanierungsjahr;Größe in m² (Kataster);Widmung;Nummer des Planungsraumes;Name Planungsraum;anrechenbar Grünflächenversorgung
00008100:0010439a;1500;Reinickendorf;Heiligensee;Grünanlage;Wildschwansteig geg. Nr. 6 u. geg. 24;-;-;-;5145;gewidmet;12224230;Heiligensee;1
00008100:00104409;714;Reinickendorf;Tegel;Grünanlage;BAB, Überbauung Tunnel Tegel;Ernststr. - Waidmannsluster Damm;-;-;39625;gewidmet;12214527;Alt-Tegel;1
00008100:001044c7;36022;Reinickendorf;Konradshöhe/Tegelort;Grünanlage;Almazeile /Friederickestr.;-;-;-;3639;gewidmet;12224229;Konradshöhe/Tegelort;1
00008100:001045eb;1323;Reinickendorf;Konradshöhe/Tegelort;Grünanlage;Buntspechtstr./Nußhäherstr.;-;-;-;7307;gewidmet;12214528;Tegeler Forst;1
00008100:00104617;1209;Reinickendorf;Borsigwalde;Grünanlage;Borsigaue m. Durchgang zur Miraustr.;-;-;-;8713;gewidmet;12301204;Wittenau-Nord;1
00008100:00104453;591;Reinickendorf;Heiligensee;Grünanlage;Alt-Heiligensee, Dorfaue;-;-;-;30687;gewidmet;12224230;Heiligensee;1
00008100:001044c2;36122;Reinickendorf;Heiligensee;Grünanlage;Friedhof Heiligensee, Entwidmungsfläche;Ausgliederung Friedhof;-;-;43323;gewidmet;12224230;Heiligensee;1
00008100:00104535;35087;Reinickendorf;Reinickendorf;Grünanlage;Letteallee, Semkensteig;Rahmengrün Spielplatz;-;-;122;gewidmet;12103117;Letteplatz;0
00008100:001042c4;29;Reinickendorf;Frohnau;Grünanlage;Edelhofdamm, R.A.B.;Edelteich;-;-;23906;gewidmet;12231102;Frohnau;1
00008100:001042c6;44;Reinickendorf;Frohnau;Grünanlage;Ludolfingerplatz;-;-;-;5403;gewidmet;12231102;Frohnau;1
00008100:001044a7;629;Reinickendorf;Reinickendorf;Grünanlage;Peckwichgraben, Wanderweg;-;-;-;28563;gewidmet;12103218;Teichstraße;1
00008100:001044af;1080;Reinickendorf;Hermsdorf;Grünanlage;Zehntwerder Weg;Benekendorfstr.-Tiefenbronner Str.;-;-;1614.4;gewidmet;12301205;Waidmannslust;0
00008100:001044bf;1067;Reinickendorf;Hermsdorf;Grünanlage;Max-Beckmann-Platz;Bahnhof Heinsestr.;-;-;1059;gewidmet;12231101;Hermsdorf;0
00008100:0010431b;6;Reinickendorf;Reinickendorf;Grünanlage;Auguste-Viktoria-Allee;Segenskirche;-;-;5872;gewidmet;12214423;Mellerbogen;1
00008100:001044ae;1099;Reinickendorf;Hermsdorf;Grünanlage;Brandtstr., Innenkreis;Naturdenkmal;-;-;1212;gewidmet;12231101;Hermsdorf;0
00008100:00104410;728;Reinickendorf;Tegel;Grünanlage;Mahrzahnstr./Hatzfeldallee, Grünanlage;Durchgang Bollestr.;-;-;1266;gewidmet;12304314;Ziekowstraße/Freie Scholle;0
00008100:001041eb;910;Reinickendorf;Märkisches Viertel;Grünanlage;Treuenbrietzener Str., Grünanlage;-;-;-;5941;gewidmet;12302109;Treuenbrietzener Str.;0
00008100:00104212;796;Reinickendorf;Waidmannslust;Grünanlage;Jean-Jaures-Str., Grünanlage;-;-;-;6145;gewidmet;12301204;Wittenau-Nord;0
00008100:0010448a;618;Reinickendorf;Reinickendorf;Grünanlage;Deutsche Str., Grünzug bis Stargardstr.;-;-;-;6878.6;gewidmet;12103219;Schäfersee;1
00008100:00104531;35089;Reinickendorf;Reinickendorf;Grünanlage;Thurgauer Str./Aroser Allee;Grünanlage;-;-;3865;gewidmet;12103218;Teichstraße;1
00008100:001043d1;2138;Reinickendorf;Tegel;Grünanlage;Illerzeile;-;-;-;534;gewidmet;12304314;Ziekowstraße/Freie Scholle;0
00008100:0010436b;35048;Reinickendorf;Reinickendorf;Grünanlage;Reinickes Hof;-;-;-;1664;gewidmet;12214421;Reinickes Hof;0
00008100:0010444c;468;Reinickendorf;Tegel;Grünanlage;Hohenzollernkanal, Hinkeldeybrücke;-;-;-;2180;gewidmet;12214125;Waldidyll/Flughafensee;0
00008100:001043de;1447;Reinickendorf;Tegel;Grünanlage;Marzahnstr., Straßenentwidmung;-;-;-;655;gewidmet;12304314;Ziekowstraße/Freie Scholle;0
00008100:001045e9;1325;Reinickendorf;Heiligensee;Grünanlage;Grabs. Hlgs., Grimbartgraben;-;-;-;14227;gewidmet;12224230;Heiligensee;1
00008100:001c92c9;14GA05;Lichtenberg;Alt-Hohenschönhausen;Grünanlage;Freienwalder Platz;-;-;-;3889;gewidmet;11020514;Große-Leege-Straße;0
00008100:001c92e8;15GA15;Lichtenberg;Alt-Hohenschönhausen;Grünanlage;Joachimsthaler  Str. 4-10 / Biesenthaler Str. 2-8;-;-;-;2480;gewidmet;11020515;Landsberger Allee;1
00008100:001c95c0;18GA06;Lichtenberg;Lichtenberg;Grünanlage;Rhinstr. 101 / Giebel;-;-;-;1428;gewidmet;11030720;Herzbergstraße;1
00008100:001c96a2;25GA05;Lichtenberg;Friedrichsfelde;Grünanlage;Rosenfelder Ring 62 - 68;-;-;-;4735;gewidmet;11041022;Rosenfelder Ring;1
00008100:001c94e9;19GA09;Lichtenberg;Fennpfuhl;Grünanlage;Rudolf-Seiffert-Str. ggü. Nr. 26-28;-;-;-;3439;gewidmet;11030618;Fennpfuhl West;0
00008100:001c96b8;22GA09;Lichtenberg;Lichtenberg;Grünanlage;John-Sieg-Str. 12-16;-;-;-;1313;gewidmet;11030824;Frankfurter Allee Süd;0
00008100:001c94ec;27GA03;Lichtenberg;Friedrichsfelde;Grünanlage;Am Tierpark 5-17 / Köpitzerstr. 13-19;(Maulbeerbaumwäldchen);-;-;3787;gewidmet;11041027;Tierpark;1
00008100:001c960e;31GA07;Lichtenberg;Karlshorst;Grünanlage;Zwieseler Str. / Kötzinger Str.;-;-;-;2916;gewidmet;11051331;Karlshorst Nord;1
00008100:001c9499;30GA03;Lichtenberg;Karlshorst;Grünanlage;Hönower Str. 30 / östlich der Kita;-;1989;2000;2148;gewidmet;11051330;Karlshorst West;0
00008100:001c957a;07GA01;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Krummer Pfuhl / Grünanlage;-;-;-;9155;gewidmet;11010207;Wartenberg Nord;1
00008100:001c950d;03GA04;Lichtenberg;Falkenberg;Grünanlage;Ahrensfelder Chaussee 41 /Grünanlage;hinter Gymnasium;-;-;28102;gewidmet;11010103;Dorf Falkenberg;1
00008100:001c957f;03GA03;Lichtenberg;Falkenberg;Grünanlage;Gutspark Falkenberg / Pk 3;-;-;-;64552;gewidmet;11010103;Dorf Falkenberg;1
00008100:001c9338;02GA12;Lichtenberg;Wartenberg;Grünanlage;Dörferweg  / Grünanlage bis Stadtbez. Grenze;(Wartenberger Feldmark);-;-;11657;gewidmet;11010102;Dorf Wartenberg;1
00008100:001c9696;02GA31;Lichtenberg;Wartenberg;Grünanlage;Pachtfläche in der Wartenberger Feldmark (FöV);-;-;-;273792;-;11010102;Dorf Wartenberg;1
00008100:001c9350;02GA21;Lichtenberg;Malchow;Grünanlage;An der Margaretenhöhe / Fläche beidseitig der Straße;-;-;-;47739;gewidmet;11010102;Dorf Wartenberg;1
00008100:001c92d6;09GA03;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Ribnitzer Str. / Hohenschönhauser Weg / Grünanlage;-;-;-;12222;gewidmet;11010309;Zingster Straße West;1
00008100:001c92ee;09GA04;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Barther Pfuhl / Grünanlage;-;-;-;22914;gewidmet;11010309;Zingster Straße West;1
00008100:001c9433;05GA01;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Zu den Krugwiesen / V.v.Gogh-Str.Teil II;-;-;-;4684;gewidmet;11010205;Falkenberg West;1
00008100:001c9453;10GA04;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Rüdickenstr. 22 (Grünanlage);-;-;-;4344;gewidmet;11010310;Mühlengrund;1
00008100:001c92f5;13GA03;Lichtenberg;Alt-Hohenschönhausen;Grünanlage;Orankesee Park u. Promenade Orankestrand;-;-;-;26457;gewidmet;11020513;Orankesee;1
00008100:001c938c;14GA06;Lichtenberg;Alt-Hohenschönhausen;Grünanlage;Küstriner Straße 11-14 / Ehrenmal;-;-;-;2897;gewidmet;11020514;Große-Leege-Straße;0
00008100:001c92f6;15GA10;Lichtenberg;Alt-Hohenschönhausen;Grünanlage;Landsberger Allee 227-253 / Grünzug hinter;-;-;-;5346;gewidmet;11020515;Landsberger Allee;1
00008100:001c9312;15GA11;Lichtenberg;Alt-Hohenschönhausen;Grünanlage;Altenhofer Str. / Ecke Konrad-Wolf-Str. /;Steller Weg;-;-;10818;gewidmet;11020515;Landsberger Allee;1
00008100:001c940e;28GA28;Lichtenberg;Friedrichsfelde;Grünanlage;Am Tierpark 70-78;-;-;-;1990;gewidmet;11041128;Sewanstraße;1
00008100:001c94b1;32GA01;Lichtenberg;Karlshorst;Grünanlage;Treskowallee / Wandlitzstr. /;Hermann-Duncker-Denkmal;-;-;2740;gewidmet;11051332;Karlshorst Süd;0
00008100:001c9435;04GA08;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Biesenbrower Str. 58-72, Welsestr. 37-39;-;-;-;1563;gewidmet;11010204;Falkenberg Ost;1
00008100:001c9303;08GA08;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Am Berl / Naturschutzfläche;-;-;-;7912;gewidmet;11010308;Zingster Straße Ost;1
00008100:001c96b4;21GA05;Lichtenberg;Lichtenberg;Grünanlage;Rathauspark;-;-;-;16829;gewidmet;11030721;Rüdigerstraße;1
00008100:001c9528;28GA13;Lichtenberg;Friedrichsfelde;Grünanlage;Moldaustr.39-55/Grünzug hint.Upstallweg;-;-;-;12641;gewidmet;11041128;Sewanstraße;1
00008100:001c9420;32GA09;Lichtenberg;Karlshorst;Grünanlage;Carlsgarten/3. BA;-;-;-;18923;gewidmet;11051332;Karlshorst Süd;1
00008100:001c9633;28GA22;Lichtenberg;Friedrichsfelde;Grünanlage;Sewanstr. 233-241;-;-;-;2675;gewidmet;11041128;Sewanstraße;0
00008100:001c9548;28GA36;Lichtenberg;Friedrichsfelde;Grünanlage;Salzmannstr. 29-33 / Dolgenseestr. / GA;-;-;-;2190;gewidmet;11041128;Sewanstraße;1
00008100:001c9540;28GA32;Lichtenberg;Friedrichsfelde;Grünanlage;Huronseestr. zw. Nr. 78-82 u. 29-39;-;-;-;2828;gewidmet;11041128;Sewanstraße;1
00008100:001c96ec;32GA02;Lichtenberg;Karlshorst;Grünanlage;Traberweg / Lehndorffstr. / Liepnitzstr.;-;1968;1992;1365;gewidmet;11051332;Karlshorst Süd;0
00008100:001c9676;29GA06;Lichtenberg;Rummelsburg;Grünanlage;Rummelsburger Bucht / Uferweg / Knabenhäuser;-;-;-;9882;gewidmet;11051229;Rummelsburg;1
00008100:00233bc4;18GA21;Lichtenberg;Lichtenberg;Grünanlage;GA um Großen Herzbergteich;nördl. Museum Kesselhaus;-;-;29129;gewidmet;11030720;Herzbergstraße;1
00008100:00233bd4;18GA24;Lichtenberg;Lichtenberg;Grünanlage;GA um Kleinen Herzbergteich;östl. Haus 12;-;-;2742;gewidmet;11030720;Herzbergstraße;0
00008100:002869de;06GA03;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Grevesmühlener Str. 43 / GA hinter 'Leo's Hütte';-;-;-;1205;gewidmet;11010206;Wartenberg Süd;1
00008100:001c92cf;14GA01;Lichtenberg;Alt-Hohenschönhausen;Grünanlage;Bahnhofstr. / Grünzug;-;-;-;2213;gewidmet;11020514;Große-Leege-Straße;0
00008100:001c9650;11GA03;Lichtenberg;Alt-Hohenschönhausen;Grünanlage;Str.142 Nr.24/am Teich KGALand in Sonne;-;-;-;3038;gewidmet;11020411;Malchower Weg;0
00008100:001c9645;11GA04;Lichtenberg;Alt-Hohenschönhausen;Grünanlage;Wartenberger Str./ am Mühlengrundteich I;"in KGA ""Mühlengrund""";-;-;1540;gewidmet;11020411;Malchower Weg;0
00008100:001c92fc;15GA04;Lichtenberg;Alt-Hohenschönhausen;Grünanlage;Altenhofer Str.40 / Landsberrger Allee 221/223;-;-;-;12097;gewidmet;11020515;Landsberger Allee;1
00008100:001c96c3;18GA13;Lichtenberg;Lichtenberg;Grünanlage;Park Herzberge nördlich d. Krankenhausschule;-;-;-;29886;gewidmet;11030720;Herzbergstraße;1
00008100:001c96b0;21GA03;Lichtenberg;Lichtenberg;Grünanlage;Freiaplatz;-;-;1996;4102;gewidmet;11030721;Rüdigerstraße;1
00008100:001c94ea;25GA01;Lichtenberg;Friedrichsfelde;Grünanlage;Rosenfelder Ring 15 ggü. 137-147, bis 29;-;-;-;7670;gewidmet;11041022;Rosenfelder Ring;1
00008100:001c9436;19GA12;Lichtenberg;Fennpfuhl;Grünanlage;Paul-Junius-Str. 50-64;-;-;-;3297;gewidmet;11030618;Fennpfuhl West;1
00008100:001c9474;19GA11;Lichtenberg;Fennpfuhl;Grünanlage;Karl-Lade-Str. 25-55 / LA 132-152;-;-;-;5653;gewidmet;11030618;Fennpfuhl West;0
00008100:001c92fd;09GA02;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Zingster Str. 15;-;-;-;438;gewidmet;11010309;Zingster Straße West;1
00008100:001c9521;07GA02;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Hagenower Ring / Kirschplantage;-;-;-;14456;gewidmet;11010207;Wartenberg Nord;1
00008100:001c9626;08GA01;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Ahrenshooper Str. 50-52 (Quatierspark);-;-;-;5758;gewidmet;11010308;Zingster Straße Ost;1
00008100:001c933e;01GA09;Lichtenberg;Malchow;Grünanlage;Blankenburger Pflasterweg / Grünanlage;-;-;-;1087;gewidmet;11010101;Dorf Malchow;1
00008100:001c92da;01GA08;Lichtenberg;Malchow;Grünanlage;Malchower Aue / Nähe Magaretenbrücke;-;-;-;53725;gewidmet;11010101;Dorf Malchow;1
00008100:001c92ff;09GA05;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Hohenschönhauser Weg / Grünanlage (Kletterfelsen);-;-;-;27362;gewidmet;11010309;Zingster Straße West;1
00008100:001c9601;26GA02;Lichtenberg;Friedrichsfelde;Grünanlage;Gensinger Straße  37-49 (Grünzug);-;-;-;3053;gewidmet;11041023;Gensinger Straße;1
00008100:001c962e;10GA01;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;"Arnimstr. / östl. KGA ""Feierabend""";-;-;-;2847;gewidmet;11010310;Mühlengrund;0
00008100:001c92d4;10GA03;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Rüdickenstr. / Arminstr. / Graben 81;-;-;-;13673;gewidmet;11010310;Mühlengrund;1
00008100:001c96f7;24GA03;Lichtenberg;Rummelsburg;Grünanlage;Lückstr. 52-53;-;-;-;1069;gewidmet;11040926;Weitlingstraße;0
00008100:001c9487;29GA02;Lichtenberg;Rummelsburg;Grünanlage;Rummelsburger Bucht / Uferweg / Hauptstr.-E.-Ihrer-Str.;-;-;-;3232;gewidmet;11051229;Rummelsburg;1
00008100:001c945c;29GA11;Lichtenberg;Rummelsburg;Grünanlage;Rummelsburger Bucht / G.-Holzmann-Str.;-;-;-;2933;gewidmet;11051229;Rummelsburg;0
00008100:001c96e8;24GA01;Lichtenberg;Rummelsburg;Grünanlage;Nöldnerplatz / Grünfläche;-;-;-;4231;gewidmet;11040926;Weitlingstraße;1
00008100:001c94d1;28GA18;Lichtenberg;Friedrichsfelde;Grünanlage;Erieseering/ Promenade;-;-;-;1862;gewidmet;11041128;Sewanstraße;1
00008100:001c94cc;28GA14;Lichtenberg;Friedrichsfelde;Grünanlage;Moldaustr. / Upstallweg;-;-;-;553;gewidmet;11041128;Sewanstraße;1
00008100:001c94b2;28GA15;Lichtenberg;Friedrichsfelde;Grünanlage;Rummelsburger Str. 3 / Gesundheitszentrum;-;-;-;3573;gewidmet;11041128;Sewanstraße;0
00008100:001c96f6;32GA04;Lichtenberg;Karlshorst;Grünanlage;Seepark Karlshorst;-;-;-;20079;gewidmet;11051332;Karlshorst Süd;1
00008100:001c9685;24GA10;Lichtenberg;Rummelsburg;Grünanlage;"Rahmengrün an KGA ""Paradies""";Weg zw. KGA und Reichsbahn;-;-;1280;gewidmet;11040926;Weitlingstraße;0
00008100:001c96b5;24GA02;Lichtenberg;Friedrichsfelde;Grünanlage;Nöldnerstr. / Ehrenmal;-;-;-;357;gewidmet;11040926;Weitlingstraße;0
00008100:001c92d3;10GA02;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Wartenberger Str. /Grünanlage;-;-;-;17357;gewidmet;11010310;Mühlengrund;1
00008100:001c92fe;08GA06;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Am Berl / Grünanlage;-;-;-;17628;gewidmet;11010308;Zingster Straße Ost;1
00008100:001c958e;02GA02;Lichtenberg;Wartenberg;Grünanlage;Am Gutshof Wartenberg;-;2003;-;13683;gewidmet;11010102;Dorf Wartenberg;1
00008100:001c92ec;08GA05;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Zingster Str. 58-64;-;-;-;1816;gewidmet;11010308;Zingster Straße Ost;1
00008100:001c9311;01GA07;Lichtenberg;Malchow;Grünanlage;Malchower Aue / NSG;-;-;-;10530;gewidmet;11010101;Dorf Malchow;1
00008100:001c9648;05GA06;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Zu den Krugwiesen / V.v.Gogh-Str.;-;-;-;24848;gewidmet;11010205;Falkenberg West;1
00008100:0022a50b;31GA10;Lichtenberg;Karlshorst;Grünanlage;Biesenhorster Sand;-;-;-;237398;gewidmet;11051331;Karlshorst Nord;0
00008100:00232b54;02GA28;Lichtenberg;Wartenberg;Grünanlage;Am Dorfteich Wartenberg / Grünanlage;-;-;-;838;gewidmet;11010102;Dorf Wartenberg;0
00008100:0024bf31;02GA30;Lichtenberg;Wartenberg;Grünanlage;nördl.Fennpfuhlweg 85 & Lindenberger Str.29;-;-;-;728;gewidmet;11010102;Dorf Wartenberg;0
00008100:00275282;19GA13;Lichtenberg;Fennpfuhl;Grünanlage;Anton-Saefkow-Platz Senkgarten II;-;-;-;1024;gewidmet;11030618;Fennpfuhl West;1
00008100:0029d989;02GA36;Lichtenberg;Wartenberg;Grünanlage;Landmarke / Wartenberger Feldmark;-;-;-;15214;gewidmet;11010102;Dorf Wartenberg;-
00008100:0029da98;02GA37;Lichtenberg;Wartenberg;Grünanlage;Schälingsweg / Wartenberger Feldmark;-;-;-;22206;gewidmet;11010102;Dorf Wartenberg;-
00008100:0029dcda;02GA40;Lichtenberg;Wartenberg;Grünanlage;Pappelweg / Wartenberger Feldmark;-;-;-;7024;gewidmet;11010102;Dorf Wartenberg;-
00008100:001c92e7;16GA01;Lichtenberg;Alt-Hohenschönhausen;Grünanlage;"Arendsweg / Grünzug ""Weiße Taube""";-;-;-;14964;gewidmet;11020516;Weiße Taube;1
00008100:001c92f3;15GA05;Lichtenberg;Alt-Hohenschönhausen;Grünanlage;Landsberger Allee 225/227 / Stadtplatz;-;-;-;1860;gewidmet;11020515;Landsberger Allee;1
00008100:001c92f7;13GA04;Lichtenberg;Alt-Hohenschönhausen;Grünanlage;Oberseestr. 5-7;-;-;-;8292;gewidmet;11020513;Orankesee;1
00008100:001c92fb;14GA02;Lichtenberg;Alt-Hohenschönhausen;Grünanlage;Konrad-Wolf-Str. 92;-;-;-;1818;gewidmet;11020514;Große-Leege-Straße;0
00008100:001c92f9;15GA02;Lichtenberg;Alt-Hohenschönhausen;Grünanlage;Altenhofer Str. 1-19 / Mittelstr.;-;-;-;8827;gewidmet;11020515;Landsberger Allee;1
00008100:001c953d;19GA10;Lichtenberg;Fennpfuhl;Grünanlage;Franz-Jacob-Str. 33 / Grünanlage;-;-;-;2886;gewidmet;11030618;Fennpfuhl West;0
00008100:001c9584;28GA16;Lichtenberg;Friedrichsfelde;Grünanlage;Erich-Kurz-Str. 9-11 / Upstallweg;-;-;-;3654;gewidmet;11041128;Sewanstraße;1
00008100:001c955d;28GA20;Lichtenberg;Friedrichsfelde;Grünanlage;Sewanstr. 263-273 / Otto-Schmirgalstr. 8 / Grünanl;-;-;-;2100;gewidmet;11041128;Sewanstraße;1
00008100:001c94c0;21GA06;Lichtenberg;Lichtenberg;Grünanlage;Rathausstr. / Rudolf-Reusch-Str.1-3;-;-;-;634;gewidmet;11030721;Rüdigerstraße;1
00008100:001c94c1;22GA04;Lichtenberg;Lichtenberg;Grünanlage;Schulze-Boysen-Str. / Brunnenanlage;-;-;-;2319;gewidmet;11030824;Frankfurter Allee Süd;0
00008100:001c966b;11GA02;Lichtenberg;Alt-Hohenschönhausen;Grünanlage;Feldtmannstr. 49-61 / Grünzug;ehem. Industriebahn (NEB);-;-;9495;gewidmet;11020411;Malchower Weg;1
00008100:001c9302;03GA15;Lichtenberg;Falkenberg;Grünanlage;"Pachtfläche zw. KGA ""Falkenhöhe 1932 e.V"" u.Tierheim";-;-;-;417714;-;11010103;Dorf Falkenberg;1
00008100:001c92d8;03GA07;Lichtenberg;Falkenberg;Grünanlage;Flächen nördl. Zehnrutenweg;Falkenberger Feldmark 8;-;-;159926;gewidmet;11010103;Dorf Falkenberg;1
00008100:001c9587;28GA33;Lichtenberg;Friedrichsfelde;Grünanlage;Upstallweg / Osterwäldchen;-;-;-;19193;gewidmet;11041128;Sewanstraße;1
00008100:001c9644;02GA08;Lichtenberg;Wartenberg;Grünanlage;"Hauptweg in der KGA ""Falkenhöhe 1932""";-;-;-;4387;gewidmet;11010102;Dorf Wartenberg;0
00008100:001c9627;03GA06;Lichtenberg;Falkenberg;Grünanlage;Dorfstr. 50c (Falkenberg) Feldweg;-;-;-;390;gewidmet;11010103;Dorf Falkenberg;1
00008100:001c9315;04GA05;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Falkenberger Chaussee/ Welsestraße;-;-;-;1669;gewidmet;11010204;Falkenberg Ost;0
00008100:001c92f0;06GA01;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;"Grevesmühlener Str. 36/ alte Ruine ggü. ""Leo""s Hütte/GA";-;-;-;8289;gewidmet;11010206;Wartenberg Süd;1
00008100:001c92e5;08GA09;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Zingster Str. 66-80 / Am Berl 13-17 (Wäldchen);-;-;-;19730;gewidmet;11010308;Zingster Straße Ost;1
00008100:001c9349;02GA24;Lichtenberg;Malchow;Grünanlage;Luch Magaretenhöhe / Schutzgebiet;-;-;-;43345;gewidmet;11010102;Dorf Wartenberg;1
00008100:001c9423;08GA04;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Fuß-und Radweg Am Berl;-;-;-;1263;gewidmet;11010308;Zingster Straße Ost;1
00008100:001c9520;05GA05;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Vincent-van-Gogh-Str. 43-47 / Grünanlage;-;-;-;11047;gewidmet;11010205;Falkenberg West;1
00008100:001c940f;22GA12;Lichtenberg;Lichtenberg;Grünanlage;Wilhelm-Guddorf-Str. 20-32;-;-;-;2644;gewidmet;11030824;Frankfurter Allee Süd;1
00008100:001c9305;03GA09;Lichtenberg;Falkenberg;Grünanlage;Zehnrutenweg;-;-;-;11425;gewidmet;11010103;Dorf Falkenberg;1
00008100:001c9405;21GA13;Lichtenberg;Lichtenberg;Grünanlage;Hagenstraße 28-32 / Grünanlage;Niebelungen-Park;-;-;5965;gewidmet;11030721;Rüdigerstraße;1
00008100:001c96ff;03GA20;Lichtenberg;Falkenberg;Grünanlage;Pachtfläche zw. Hausvaterweg 51 u. Zehnrutenweg;-;-;-;164776;-;11010103;Dorf Falkenberg;1
00008100:001c932b;03GA17;Lichtenberg;Falkenberg;Grünanlage;Pachtfläche nördlich Gutspark Falkenberg;-;-;-;72047;-;11010103;Dorf Falkenberg;1
00008100:0020c5f7;27GA01;Lichtenberg;Friedrichsfelde;Grünanlage;Gedenkstelen / Am Tierpark 135;-;-;-;400;künftige Widmung;11041027;Tierpark;0
00008100:002165fd;18GA20;Lichtenberg;Lichtenberg;Grünanlage;Allee der Kosmonauten 19c;-;-;-;4425;gewidmet;11030720;Herzbergstraße;1
00008100:0022a463;31GA09;Lichtenberg;Karlshorst;Grünanlage;Regener Str.zw.Nr.46&58/Stadtgarten Gartenstadt;-;-;-;9202;gewidmet;11051331;Karlshorst Nord;1
00008100:001c9408;18GA09;Lichtenberg;Lichtenberg;Grünanlage;Herzbergstr. 79 / nördlich;-;-;-;8165;gewidmet;11030720;Herzbergstraße;1
00008100:001c94eb;25GA02;Lichtenberg;Friedrichsfelde;Grünanlage;Rosenfelder Ring ggü. 28-32;-;-;-;1683;gewidmet;11041022;Rosenfelder Ring;1
00008100:001c9681;21GA11;Lichtenberg;Lichtenberg;Grünanlage;"Rahmengrün an KGA ""Siegfriedslust""";Bornitzstr.;-;-;3630;gewidmet;11030721;Rüdigerstraße;1
00008100:001c96ee;28GA12;Lichtenberg;Friedrichsfelde;Grünanlage;Hönower Weg nördl.25-39/Betriebsbhf. Rummelsburg;-;-;-;49492;gewidmet;11041128;Sewanstraße;1
00008100:0028f209;24GA13;Lichtenberg;Rummelsburg;Grünanlage;Nöldnerstr. / Nordseite S-Bhf. Rummelsburg;-;-;2019;2716;gewidmet;11040926;Weitlingstraße;0
00008100:0028fd03;32GA11;Lichtenberg;Karlshorst;Grünanlage;Hegemeisterweg 1;-;-;-;3856;gewidmet;11051332;Karlshorst Süd;0
00008100:0029d7b4;02GA35;Lichtenberg;Wartenberg;Grünanlage;Ahornallee / Wartenberger Feldmark;-;-;-;-;gewidmet;11010102;Dorf Wartenberg;-
00008100:001c92f4;13GA01;Lichtenberg;Alt-Hohenschönhausen;Grünanlage;Degner Platz;-;-;-;4077;gewidmet;11020513;Orankesee;0
00008100:001c9664;12GA02;Lichtenberg;Alt-Hohenschönhausen;Grünanlage;Leuenberger Str. ggü. 4-10;-;-;-;4808;gewidmet;11020412;Hauptstraße;0
00008100:001c92dd;15GA14;Lichtenberg;Alt-Hohenschönhausen;Grünanlage;Arendsweg 1;-;-;-;1522;gewidmet;11020515;Landsberger Allee;0
00008100:001c9605;28GA25;Lichtenberg;Friedrichsfelde;Grünanlage;Rummelsburgerstr. 47,49,51;-;-;-;12437;gewidmet;11041128;Sewanstraße;1
00008100:001c9580;28GA35;Lichtenberg;Friedrichsfelde;Grünanlage;Salzmannstr. (südl.) 35 - 39;-;-;-;2257;gewidmet;11041128;Sewanstraße;1
00008100:001c94b5;28GA05;Lichtenberg;Friedrichsfelde;Grünanlage;Sewanstr. / Schwimmhalle;-;-;-;1895;gewidmet;11041128;Sewanstraße;1
00008100:001c945e;29GA10;Lichtenberg;Rummelsburg;Grünanlage;Rummelsburger Bucht / Mittelpromenade;Berlin Campus;-;-;1609;gewidmet;11051229;Rummelsburg;0
00008100:001c9695;29GA04;Lichtenberg;Rummelsburg;Grünanlage;Rummelsburger Bucht / Medallionplatz;-;-;-;7519;gewidmet;11051229;Rummelsburg;1
00008100:001c9674;29GA07;Lichtenberg;Rummelsburg;Grünanlage;Rummelsburger Bucht / Uferweg/ Bolleufer;-;-;-;13508;gewidmet;11051229;Rummelsburg;1
